seq,t0_ns,t1_ns,rtt_ns,syscall_in,notify,fwd_raw,turnaround,rev_raw,transport,workwait,wake,residual,status
2367,45385532520,45385685560,153040,20560,3400,3720,13160,23200,26920,28000,64440,-3440,ok
2368,45385785880,45385939160,153280,20800,3400,3720,13120,23120,26840,27840,64640,-3360,ok
2369,45386040520,45386193520,153000,20560,3400,3720,13800,22200,25920,27720,65000,-3400,ok
2370,45386293880,45386448680,154800,20720,3400,3760,12920,23040,26800,27880,66520,-3440,ok
2371,45386549520,45386703040,153520,20800,3400,3720,13480,23080,26800,27720,64720,-3400,ok
2372,45386803640,45386957440,153800,20680,3400,3720,13440,23160,26880,27800,65000,-3400,ok
2373,45387057880,45387211720,153840,20560,3400,3720,12920,23560,27280,27800,65280,-3400,ok
2374,45387312000,45387467200,155200,20840,3440,3720,13440,22800,26520,27760,66640,-3440,ok
2375,45387567520,45387720120,152600,20480,3400,3720,13240,22760,26480,27800,64600,-3400,ok
2376,45387853600,45388054880,201280,21960,3480,3760,13200,23640,27400,27960,110760,-3480,ok
2377,45388160520,45388316640,156120,20240,3240,3560,13360,24560,28120,29000,65440,-3280,ok
2378,45388417480,45388573000,155520,20440,3440,3600,13240,23240,26840,29080,65760,-3280,ok
2379,45388674760,45388827600,152840,20360,3280,3600,13520,22240,25840,28760,64360,-3280,ok
2380,45388928440,45389081320,152880,20200,3320,3640,13320,22680,26320,28360,64680,-3320,ok
2381,45389182480,45389335200,152720,20240,3400,3760,13160,22960,26720,28240,64360,-3400,ok
2382,45389436560,45389590880,154320,20440,3360,3640,12960,22560,26200,28400,66280,-3320,ok
2383,45389691840,45389844480,152640,20520,3280,3600,13360,22480,26080,28240,64440,-3280,ok
2384,45389945000,45390098000,153000,20400,3320,3640,13160,22720,26360,28320,64760,-3320,ok
2385,45390198880,45390351280,152400,20080,3240,3560,13640,22440,26000,28320,64400,-3280,ok
2386,45390452040,45390606400,154360,20240,3280,3600,13400,22280,25880,28240,66600,-3280,ok
2387,45390707200,45390859080,151880,20280,3280,3560,13440,22440,26000,28160,63960,-3240,ok
2388,45390993640,45391148120,154480,21240,3440,3720,12960,24560,28280,27440,64560,-3440,ok
2389,45391249680,45391402840,153160,20440,3480,3800,13480,22840,26640,28480,64120,-3480,ok
2390,45391503480,45391658080,154600,20280,3440,3720,13320,23080,26800,28360,65800,-3400,ok
2391,45391758240,45391910720,152480,20400,3480,3800,13040,22960,26760,28160,64120,-3480,ok
2392,45392065280,45392220600,155320,22920,3400,3680,13280,22920,26600,28560,63920,-3360,ok
2393,45392323040,45392477400,154360,20880,3440,3760,13200,23560,27320,28440,64520,-3440,ok
2394,45392578600,45392733760,155160,20640,3440,3760,13200,23360,27120,28400,65800,-3440,ok
2395,45392834600,45392986520,151920,20480,3440,3720,13280,22760,26480,27800,63920,-3480,ok
2396,45393087760,45393241320,153560,20760,3440,3680,13200,23080,26760,28280,64560,-3440,ok
2397,45393342000,45393495320,153320,20760,3440,3720,13240,23360,27080,28240,64000,-3440,ok
2398,45393596320,45393751160,154840,20760,3400,3720,13200,23200,26920,28240,65720,-3400,ok
2399,45393888400,45394044200,155800,21520,3480,3720,13080,24400,28120,27520,65520,-3440,ok
2400,45394145640,45394299040,153400,20800,3480,3760,12960,23120,26880,28520,64240,-3480,ok
2401,45394399080,45394552480,153400,20800,3480,3760,13720,23400,27160,27920,63760,-3440,ok
2402,45394653920,45394808440,154520,20520,3480,3760,13520,22440,26200,28400,65880,-3480,ok
2403,45394909120,45395061920,152800,20640,3440,3760,13120,23560,27320,27800,63960,-3480,ok
2404,45395162960,45395315520,152560,20520,3480,3760,13240,22560,26320,28360,64120,-3480,ok
2405,45395416320,45395568960,152640,20480,3440,3720,13400,23440,27160,27760,63800,-3400,ok
2406,45395670440,45395822960,152520,20400,3480,3760,13120,22800,26560,28440,64000,-3480,ok
2407,45395923120,45396121400,198280,20520,3480,3760,13480,24240,28000,67600,68640,-3440,ok
2408,45396225320,45396381360,156040,20480,3280,3600,13160,24640,28240,28760,65400,-3280,ok
2409,45396481880,45396634080,152200,19640,3280,3560,13160,22960,26520,28240,64640,-3280,ok
2410,45396805840,45396968840,163000,23080,3240,3560,12800,27080,30640,29040,67480,-3280,ok
2411,45397072640,45397228000,155360,21120,3440,3720,13560,23880,27600,28280,64760,-3400,ok
2412,45397328680,45397482880,154200,20720,3480,3760,12880,23800,27560,28160,64840,-3440,ok
2413,45397584040,45397738200,154160,20960,3440,3720,13080,23120,26840,28400,64880,-3440,ok
2414,45397839040,45397995240,156200,20680,3400,3720,12840,24200,27920,28760,66000,-3400,ok
2415,45398096240,45398250000,153760,20800,3400,3720,13320,23040,26760,28280,64640,-3440,ok
2416,45398350400,45398504600,154200,20840,3400,3760,12920,23640,27400,28080,64960,-3400,ok
2417,45398606120,45398759840,153720,20800,3400,3720,13520,22600,26320,28120,65000,-3440,ok
2418,45398860680,45399016200,155520,20640,3400,3720,13320,23080,26800,28160,66640,-3440,ok
2419,45399117440,45399271000,153560,20840,3480,3760,13160,23040,26800,28120,64640,-3480,ok
2420,45399371680,45399525560,153880,20800,3400,3720,13160,23640,27360,27840,64760,-3440,ok
2421,45399626280,45399779760,153480,20680,3440,3760,13120,22680,26440,28200,65040,-3440,ok
2422,45399912640,45400121400,208760,21520,3480,3800,13000,24480,28280,71880,74080,-3480,ok
2423,45400225160,45400381560,156400,21000,3280,3560,13120,23840,27400,28720,66120,-3240,ok
2424,45400482160,45400636000,153840,20320,3280,3600,13000,23240,26840,28480,65240,-3320,ok
2425,45400737280,45400890760,153480,20760,3280,3560,13280,22960,26520,28000,64920,-3280,ok
2426,45400991840,45401147200,155360,20320,3280,3600,13240,22080,25680,29160,66920,-3240,ok
2427,45401248240,45401402320,154080,20560,3240,3560,13440,22680,26240,28040,65800,-3240,ok
2428,45401503520,45401657120,153600,20440,3280,3600,13280,22120,25720,28640,65520,-3280,ok
2429,45401757960,45401910840,152880,20320,3280,3640,13080,22600,26240,28160,65080,-3280,ok
2430,45402011840,45402166880,155040,20640,3280,3560,13280,22200,25760,28320,67040,-3280,ok
2431,45402267640,45402420280,152640,20240,3320,3640,13240,22520,26160,27920,65080,-3320,ok
2432,45402521280,45402674240,152960,20480,3280,3600,13080,22000,25600,28640,65160,-3280,ok
2433,45402810120,45402966200,156080,21600,3440,3760,13560,23480,27240,28160,65520,-3440,ok
2434,45403067840,45403222880,155040,20920,3440,3760,13240,22480,26240,28400,66280,-3480,ok
2435,45403323720,45403477080,153360,20960,3440,3760,13320,23120,26880,27960,64280,-3480,ok
2436,45403577160,45403730320,153160,20600,3440,3760,13480,22880,26640,28280,64160,-3440,ok
2437,45403831120,45403984040,152920,20520,3440,3760,13480,22800,26560,28040,64360,-3480,ok
2438,45404137440,45404296320,158880,21720,3440,3760,13600,23680,27440,29440,66680,-3440,ok
2439,45404398400,45404552520,154120,21080,3480,3760,13720,23080,26840,28200,64280,-3480,ok
2440,45404653120,45404806520,153400,21000,3440,3720,13400,22600,26320,28320,64320,-3400,ok
2441,45404907800,45405061480,153680,20880,3440,3760,12640,23680,27440,28080,64640,-3440,ok
2442,45405162640,45405318520,155880,21200,3400,3760,13240,22800,26560,28520,66400,-3440,ok
2443,45405420240,45405574120,153880,21000,3440,3760,13160,23640,27400,28040,64280,-3440,ok
2444,45405709280,45405866320,157040,22440,3440,3760,13160,23000,26760,28760,65920,-3440,ok
2445,45405968440,45406123440,155000,21160,3440,3760,13160,24000,27760,28400,64520,-3440,ok
2446,45406225440,45406381480,156040,21000,3480,3760,13000,23280,27040,29080,65880,-3440,ok
2447,45406484000,45406637880,153880,20800,3480,3760,12960,23560,27320,28280,64520,-3480,ok
2448,45406739400,45406894320,154920,21000,3480,3760,13080,23520,27280,28640,64920,-3480,ok
2449,45406996080,45407150200,154120,21080,3480,3760,13120,23160,26920,28360,64640,-3480,ok
2450,45407251960,45407408200,156240,20680,3480,3800,12960,23520,27320,28640,66640,-3480,ok
2451,45407510200,45407664000,153800,20880,3520,3760,13160,23120,26880,28160,64720,-3520,ok
2452,45407765520,45407919840,154320,20800,3480,3760,12880,23440,27200,28560,64840,-3440,ok
2453,45408074280,45408230600,156320,23080,3320,3600,12880,23440,27040,28000,65320,-3320,ok
2454,45408333400,45408490080,156680,21200,3280,3600,13320,23160,26760,29160,66240,-3280,ok
2455,45408661600,45408823320,161720,23200,3280,3560,13000,26600,30160,28520,66800,-3240,ok
2456,45408927720,45409082520,154800,21560,3600,3720,13080,23720,27440,28200,64360,-3440,ok
2457,45409184000,45409337400,153400,21040,3440,3720,13080,22640,26360,27920,65000,-3440,ok
2458,45409437920,45409592920,155000,20720,3440,3720,13040,23760,27480,28880,64840,-3400,ok
2459,45409694320,45409847640,153320,20760,3400,3720,13560,22320,26040,28200,64760,-3400,ok
2460,45409948080,45410101440,153360,20560,3440,3760,12880,23200,26960,28400,64560,-3440,ok
2461,45410201800,45410355320,153520,20760,3440,3760,12920,23440,27200,27880,64760,-3440,ok
2462,45410456080,45410611160,155080,20240,3440,3720,13280,24240,27960,28920,64680,-3440,ok
2463,45410712120,45410865040,152920,20160,3400,3720,12840,23520,27240,27920,64800,-3440,ok
2464,45410965440,45411118040,152600,20400,3400,3720,12720,22920,26640,28360,64520,-3440,ok
2465,45411218720,45411371120,152400,20120,3440,3760,13440,22400,26160,27880,64800,-3440,ok
2466,45411471640,45411625720,154080,20120,3480,3800,13080,22520,26320,29000,65560,-3480,ok
2467,45411757800,45411913000,155200,21480,3440,3760,12920,24680,28440,27960,64400,-3440,ok
2468,45412067880,45412223480,155600,22960,3280,3600,12880,22640,26240,28160,65360,-3280,ok
2469,45412325800,45412481160,155360,20760,3280,3600,13280,24040,27640,28400,65280,-3280,ok
2470,45412583120,45412736920,153800,20040,3320,3600,13200,23760,27360,28760,64440,-3320,ok
2471,45412836920,45412989400,152480,20000,3280,3560,13240,23000,26560,28040,64600,-3240,ok
2472,45413089040,45413242120,153080,20560,3360,3640,13120,22720,26360,28480,64520,-3320,ok
2473,45413342200,45413494360,152160,20080,3280,3600,13000,23160,26760,28120,64200,-3280,ok
2474,45413594800,45413749840,155040,20480,3280,3600,13040,24240,27840,28920,64760,-3280,ok
2475,45413850800,45414004280,153480,20240,3280,3600,13000,23560,27160,28080,65040,-3320,ok
2476,45414104600,45414258200,153600,20400,3360,3640,13200,22400,26040,28640,65320,-3360,ok
2477,45414358520,45414511640,153120,20440,3280,3600,13080,23440,27040,28040,64520,-3280,ok
2478,45414645640,45414803320,157680,21280,3400,3720,13080,25600,29320,28560,65480,-3440,ok
2479,45414905040,45415057440,152400,20480,3440,3720,13680,22280,26000,28280,63960,-3440,ok
2480,45415157880,45415310120,152240,20400,3440,3720,13120,22600,26320,28640,63720,-3400,ok
2481,45415410720,45415563080,152360,20280,3440,3760,14000,21640,25400,28320,64400,-3480,ok
2482,45415662760,45415818120,155360,20680,3440,3760,13240,22880,26640,29320,65480,-3440,ok
2483,45415919040,45416122680,203640,20600,3440,3760,13840,22080,25840,72200,71160,-3440,ok
2484,45416225480,45416380600,155120,20480,3400,3720,13000,24000,27720,28400,65560,-3440,ok
2485,45416481920,45416634640,152720,19680,3600,3760,13520,21600,25360,28400,65640,-3480,ok
2486,45416735120,45416890320,155200,19920,3560,3760,13400,22520,26280,28640,66800,-3400,ok
2487,45416991800,45417144760,152960,19880,3600,3920,12120,23520,27440,28200,65120,-3400,ok
2488,45417244560,45417397040,152480,19840,3600,3720,12640,22960,26680,27960,65160,-3400,ok
2489,45417531440,45417685440,154000,20800,3600,3720,12560,24600,28320,27840,64280,-3400,ok
2490,45417785800,45417939880,154080,20040,3640,3800,12880,23920,27720,28680,64600,-3480,ok
2491,45418040080,45418192720,152640,20200,3600,3760,12680,23240,27000,28400,64200,-3440,ok
2492,45418292120,45418444800,152680,20240,3640,3760,12880,22760,26520,28160,64720,-3480,ok
2493,45418544360,45418697240,152880,20320,3640,3760,12960,22920,26680,28560,64200,-3480,ok
2494,45418797000,45418951040,154040,20200,3600,3760,12600,23320,27080,28080,65920,-3440,ok
2495,45419050120,45419202440,152320,20120,3640,3760,12320,23920,27680,28280,63760,-3480,ok
2496,45419301960,45419454440,152480,20240,3600,3760,12960,22680,26440,28240,64440,-3440,ok
2497,45419554000,45419706960,152960,20320,3600,3760,12560,23680,27440,28560,63920,-3440,ok
2498,45419806800,45419960960,154160,19960,3640,3760,12480,23760,27520,28240,65760,-3440,ok
2499,45420114320,45420267520,153200,20680,3440,3600,12960,22040,25640,28920,64840,-3280,ok
2500,45420369360,45420522840,153480,20640,3440,3560,12440,23320,26880,28560,64800,-3280,ok
2501,45420691520,45420852760,161240,23120,3440,3680,12560,26400,30080,28560,66720,-3240,ok
2502,45420956920,45421112680,155760,21080,3440,3760,12640,25080,28840,28640,64560,-3440,ok
2503,45421214520,45421367400,152880,20360,3600,3720,12760,23480,27200,28400,63960,-3400,ok
2504,45421468520,45421620920,152400,20400,3560,3680,12480,23320,27000,28120,64240,-3400,ok
2505,45421722000,45421874440,152440,20080,3560,3720,12520,23800,27520,28120,64040,-3400,ok
2506,45421975160,45422130080,154920,20400,3600,3720,12960,23080,26800,28800,65760,-3400,ok
2507,45422231680,45422384720,153040,20320,3600,3760,12600,23720,27480,28280,64200,-3440,ok
2508,45422485120,45422637960,152840,20240,3560,3720,12560,23720,27440,28160,64280,-3400,ok
2509,45422739240,45422891440,152200,20040,3640,3720,12600,23400,27120,28160,64080,-3440,ok
2510,45422991800,45423146680,154880,20360,3560,3720,12640,23320,27040,28240,66440,-3400,ok
2511,45423247760,45423400640,152880,20400,3560,3760,12480,23720,27480,28120,64240,-3400,ok
2512,45423533080,45423687680,154600,21560,3600,3760,12840,23920,27680,27840,64560,-3480,ok
2513,45423788920,45423941000,152080,20360,3600,3720,12760,22880,26600,28040,64120,-3400,ok
2514,45424093960,45424260080,166120,21720,3440,3560,13120,24400,27960,37520,65600,-3240,ok
2515,45424363040,45424515760,152720,20400,3600,3760,12680,23840,27600,28080,63760,-3400,ok
2516,45424616400,45424768840,152440,20560,3640,3760,12880,22760,26520,28400,63880,-3440,ok
2517,45424868960,45425021080,152120,20400,3600,3760,12640,23440,27200,28000,63720,-3440,ok
2518,45425120520,45425274960,154440,20440,3640,3760,12920,22600,26360,29160,65400,-3480,ok
2519,45425375400,45425528280,152880,20440,3600,3760,12600,24160,27920,28040,63720,-3440,ok
2520,45425628840,45425780840,152000,20360,3600,3760,12920,22440,26200,28280,64080,-3440,ok
2521,45425881080,45426033120,152040,20200,3680,3800,12480,23480,27280,28040,63880,-3520,ok
2522,45426133400,45426287360,153960,20200,3600,3760,13000,22480,26240,28200,66160,-3440,ok
2523,45426422520,45426577760,155240,21560,3600,3760,12840,24080,27840,27720,65120,-3440,ok
2524,45426678240,45426831120,152880,20640,3640,3760,13040,22600,26360,28400,64280,-3480,ok
2525,45426931400,45427084000,152600,20840,3640,3720,13160,22840,26560,27960,63880,-3440,ok
2526,45427183520,45427337880,154360,20480,3600,3760,12680,23240,27000,28480,65560,-3440,ok
2527,45427437320,45427588960,151640,20480,3640,3800,13080,22520,26320,27720,63880,-3480,ok
2528,45427688160,45427840600,152440,20600,3640,3720,12840,23000,26720,28440,63640,-3440,ok
2529,45427940560,45428138400,197840,20360,3600,3760,12720,25280,29040,67000,68720,-3600,ok
2530,45428240680,45428397480,156800,20240,3440,3600,12960,23600,27200,29480,66760,-3280,ok
2531,45428498400,45428650960,152560,19880,3480,3600,12720,23120,26720,28520,64520,-3280,ok
2532,45428750320,45428903240,152920,19920,3480,3600,12880,23360,26960,28080,64880,-3280,ok
2533,45429003400,45429156240,152840,20080,3440,3600,12720,23160,26760,28280,64840,-3280,ok
2534,45429290360,45429448040,157680,21040,3600,3760,13000,24680,28440,28440,66600,-3440,ok
2535,45429548640,45429702600,153960,20760,3600,3760,12800,23880,27640,28320,64280,-3440,ok
2536,45429803160,45429955400,152240,20000,3680,3800,12960,22600,26400,28160,64560,-3520,ok
2537,45430054920,45430207000,152080,19960,3600,3760,12800,22720,26480,28320,64400,-3480,ok
2538,45430307000,45430461320,154320,20040,3600,3760,13080,22600,26360,28200,66480,-3440,ok
2539,45430560280,45430712760,152480,20320,3600,3760,12800,23080,26840,28120,64240,-3440,ok
2540,45430812640,45430965360,152720,20320,3640,3800,13080,22520,26320,28040,64800,-3480,ok
2541,45431064480,45431217600,153120,20080,3600,3720,12400,23680,27400,28680,64360,-3400,ok
2542,45431317560,45431470240,152680,20120,3600,3760,12560,23160,26920,28440,64480,-3440,ok
2543,45431569480,45431724360,154880,19960,3600,3720,12640,25040,28760,28960,64360,-3400,ok
2544,45431824360,45431977720,153360,20200,3640,3720,12440,23920,27640,27960,64920,-3440,ok
2545,45432133520,45432288200,154680,20720,3640,3720,12400,23600,27320,28720,65360,-3480,ok
2546,45432457200,45432620440,163240,23360,3320,3440,12680,27560,31000,28640,67400,-3160,ok
2547,45432723880,45432878240,154360,20720,3440,3600,13000,23600,27200,28400,64840,-3240,ok
2548,45432979280,45433133240,153960,20840,3440,3560,12640,23800,27360,27840,65080,-3240,ok
2549,45433234200,45433386880,152680,20240,3440,3600,13160,22360,25960,28600,64560,-3280,ok
2550,45433487240,45433641560,154320,20400,3440,3560,12880,23200,26760,28560,65560,-3280,ok
2551,45433777920,45433937920,160000,23560,3800,3920,13120,25760,29680,28440,65000,-3600,ok
2552,45434040960,45434193960,153000,20520,3600,3760,12840,23200,26960,28160,64400,-3480,ok
2553,45434327560,45434487360,159800,23200,3760,3880,12840,25920,29800,28640,65120,-3560,ok
2554,45434590480,45434745720,155240,20360,3640,3760,12600,25000,28760,28800,64560,-3480,ok
2555,45434879120,45435039080,159960,23720,3760,3920,12800,25880,29800,28160,65320,-3600,ok
2556,45435141840,45435294840,153000,20600,3680,3800,13520,22440,26240,27960,64480,-3480,ok
2557,45435462920,45435622440,159520,22200,3760,3880,12920,26000,29880,28520,65800,-3560,ok
2558,45435725720,45435880520,154800,20560,3680,3760,12520,24680,28440,28720,64400,-3520,ok
2559,45436068400,45436228000,159600,24040,3640,3760,13400,23240,27000,28960,66000,-3440,ok
2560,45436331640,45436486520,154880,21040,3640,3800,13000,24040,27840,28200,64640,-3480,ok
2561,45436619960,45436781440,161480,23560,3800,3920,13200,25600,29520,28280,66800,-3680,ok
2562,45436884000,45437036680,152680,20760,3680,3840,14320,22080,25920,27360,64160,-3520,ok
2563,45437171000,45437331560,160560,23920,3760,3920,13320,25680,29600,28360,65200,-3600,ok
2564,45437433560,45437587360,153800,20760,3640,3760,12840,23760,27520,27840,64640,-3440,ok
2565,45437689040,45437843960,154920,20800,3680,3760,12520,23120,26880,28600,65920,-3480,ok
2566,45437946360,45438099760,153400,21000,3680,3800,13040,23280,27080,27800,64280,-3480,ok
2567,45438201200,45438353880,152680,20600,3640,3840,13080,22440,26280,27920,64640,-3480,ok
2568,45438491520,45438646240,154720,21400,3680,3840,12560,23840,27680,27760,65160,-3520,ok
2569,45438747640,45438902400,154760,20360,3640,3760,13120,22440,26200,28960,65920,-3440,ok
2570,45439003800,45439156880,153080,20560,3680,3800,12800,23000,26800,28160,64600,-3520,ok
2571,45439257840,45439410920,153080,20320,3640,3760,12960,22760,26520,28280,64800,-3440,ok
2572,45439512000,45439665040,153040,20680,3640,3800,13000,22520,26320,28200,64720,-3520,ok
2573,45439766560,45439920840,154280,20760,3480,3800,13080,22240,26040,28080,66320,-3480,ok
2574,45440074880,45440230040,155160,22680,3280,3680,13480,22240,25920,28080,65040,-3320,ok
2575,45440332400,45440487400,155000,20880,3240,3560,13040,23720,27280,28520,65280,-3240,ok
2576,45440588480,45440741920,153440,20800,3320,3600,12680,23120,26720,28440,64800,-3320,ok
2577,45440843760,45440999440,155680,20520,3360,3600,13480,22680,26280,29240,66160,-3360,ok
2578,45441101120,45441254840,153720,20680,3360,3600,12680,23040,26640,28520,65160,-3320,ok
2579,45441356920,45441510560,153640,20440,3280,3560,12880,23200,26760,28520,65040,-3280,ok
2580,45441645240,45441800400,155160,21480,3440,3720,13120,24760,28480,27560,64480,-3400,ok
2581,45441902280,45442057680,155400,20880,3480,3720,13360,23760,27480,28600,65040,-3440,ok
2582,45442158680,45442311360,152680,20440,3480,3800,12520,23800,27600,27960,64160,-3480,ok
2583,45442411680,45442564480,152800,20480,3440,3720,13080,23280,27000,27800,64400,-3400,ok
2584,45442665000,45442817480,152480,20560,3520,3840,13120,22840,26680,27840,64280,-3520,ok
2585,45442918160,45443073000,154840,20760,3440,3760,12480,23680,27440,28320,65840,-3440,ok
2586,45443173960,45443326840,152880,20520,3480,3760,12600,23920,27680,27840,64240,-3480,ok
2587,45443427360,45443579800,152440,20440,3440,3760,13480,22600,26360,27760,64400,-3440,ok
2588,45443680320,45443833080,152760,20640,3480,3760,12520,23480,27240,27920,64440,-3480,ok
2589,45443934200,45444134400,200200,20720,3440,3720,12480,23720,27440,68840,70720,-3440,ok
2590,45444237760,45444393840,156080,20720,3440,3720,13240,24960,28680,28200,65200,-3400,ok
2591,45444564480,45444724360,159880,22680,3120,3400,12760,26240,29640,28400,66400,-3120,ok
2592,45444828320,45444982960,154640,21000,3560,3640,12480,24200,27840,28400,64720,-3360,ok
2593,45445083280,45445238080,154800,20800,3280,3560,13480,23960,27520,28840,64120,-3240,ok
2594,45445338440,45445491120,152680,20360,3360,3640,12600,23120,26760,28200,64720,-3320,ok
2595,45445591400,45445744200,152800,20680,3280,3600,12680,23120,26720,28040,64720,-3320,ok
2596,45445844840,45445997840,153000,20840,3320,3640,13000,22560,26200,28440,64520,-3320,ok
2597,45446099120,45446254160,155040,20520,3280,3560,12640,25000,28560,28640,64640,-3240,ok
2598,45446355040,45446507960,152920,20440,3320,3600,12600,23320,26920,28360,64600,-3320,ok
2599,45446607960,45446761120,153160,20360,3240,3560,13240,22760,26320,28040,65200,-3240,ok
2600,45446861360,45447014640,153280,20800,3360,3680,12600,22840,26520,28680,64680,-3360,ok
2601,45447114680,45447269560,154880,20600,3280,3600,13120,23080,26680,28680,65800,-3280,ok
2602,45447402600,45447558120,155520,21480,3440,3760,13480,24400,28160,27720,64680,-3440,ok
2603,45447661000,45447813520,152520,20400,3440,3760,13040,22480,26240,28160,64680,-3440,ok
2604,45447913160,45448128760,215600,20600,3440,3760,13000,23320,27080,82360,72560,-3440,ok
2605,45448232200,45448389320,157120,20720,3440,3760,13680,24000,27760,29200,65800,-3480,ok
2606,45448490560,45448644520,153960,20400,3440,3720,13120,22880,26600,28800,65000,-3400,ok
2607,45448744520,45448897680,153160,20200,3520,3840,12880,22600,26440,28200,65440,-3520,ok
2608,45448998000,45449151560,153560,20440,3440,3720,13480,22200,25920,28520,65160,-3400,ok
2609,45449252720,45449407200,154480,20080,3480,3800,13600,22920,26720,29080,65000,-3480,ok
2610,45449507720,45449660600,152880,20120,3440,3760,12960,22640,26400,28520,64920,-3480,ok
2611,45449761000,45449914200,153200,20160,3480,3760,13800,21840,25600,28440,65240,-3520,ok
2612,45450015000,45450167440,152440,20320,3440,3760,13160,22000,25760,28360,64840,-3440,ok
2613,45450303560,45450459880,156320,21080,3440,3720,13200,25280,29000,28240,64760,-3400,ok
2614,45450561320,45450714480,153160,20480,3640,3760,13160,22680,26440,28480,64400,-3440,ok
2615,45450815120,45450967760,152640,20040,3680,3800,13400,22560,26360,28400,64240,-3480,ok
2616,45451068360,45451221080,152720,20240,3640,3720,13320,22200,25920,28480,64560,-3440,ok
2617,45451321680,45451476320,154640,20000,3600,3760,13240,22880,26640,29080,65520,-3440,ok
2618,45451576920,45451729840,152920,20320,3640,3720,13440,22480,26200,28200,64600,-3480,ok
2619,45451830880,45451984480,153600,20280,3640,3800,13160,23040,26840,28320,64840,-3480,ok
2620,45452138800,45452294560,155760,20800,3640,3720,12920,23200,26920,29000,65960,-3480,ok
2621,45452396600,45452552280,155680,19920,3600,3680,13440,24960,28640,29160,64320,-3400,ok
2622,45452653640,45452806680,153040,20560,3600,3720,13360,22240,25960,28240,64720,-3400,ok
2623,45452907600,45453060320,152720,20160,3680,3760,13080,22600,26360,28280,64640,-3480,ok
2624,45453161320,45453314200,152880,20240,3640,3720,13360,21840,25560,28680,64880,-3480,ok
2625,45453449720,45453606600,156880,21160,3640,3760,13200,25480,29240,28440,64720,-3520,ok
2626,45453707040,45453860760,153720,20640,3640,3800,13000,23800,27600,28120,64200,-3480,ok
2627,45453961200,45454115040,153840,20280,3640,3760,13600,23160,26920,28400,64440,-3440,ok
2628,45454215640,45454369480,153840,20240,3680,3800,13400,22840,26640,28280,65080,-3480,ok
2629,45454470080,45454624920,154840,20040,3640,3800,12760,23320,27120,28800,65960,-3480,ok
2630,45454725240,45454878120,152880,20600,3600,3760,13440,22600,26360,28280,64080,-3480,ok
2631,45454978560,45455132000,153440,20400,3640,3800,13200,22840,26640,28520,64520,-3480,ok
2632,45455231840,45455384560,152720,20240,3640,3800,13160,22840,26640,28320,64200,-3480,ok
2633,45455485400,45455639840,154440,20280,3640,3800,13520,22120,25920,28280,66280,-3480,ok
2634,45455739800,45455892760,152960,20640,3640,3760,13120,22760,26520,28320,64200,-3480,ok
2635,45455993320,45456198320,205000,71400,3280,3440,13320,22880,26320,28200,65600,-3120,ok
2636,45456370480,45456532320,161840,23320,3440,3560,13200,26520,30080,28760,66280,-3240,ok
2637,45456636920,45456793360,156440,21680,3560,3920,13040,24600,28520,28440,64760,-3560,ok
2638,45456893840,45457047400,153560,21080,3440,3760,14080,21800,25560,28200,64640,-3440,ok
2639,45457148120,45457301440,153320,20760,3440,3720,13120,22720,26440,27840,65120,-3400,ok
2640,45457402160,45457555680,153520,20880,3480,3800,13360,22440,26240,28040,65000,-3480,ok
2641,45457656800,45457812000,155200,20520,3440,3720,13600,23880,27600,28360,65080,-3400,ok
2642,45457913560,45458067480,153920,20840,3440,3760,13440,22640,26400,28080,65160,-3440,ok
2643,45458168680,45458322040,153360,20480,3440,3760,13240,22800,26560,28200,64880,-3440,ok
2644,45458422800,45458575800,153000,20680,3440,3760,13360,22160,25920,28080,64960,-3440,ok
2645,45458676360,45458831040,154680,20480,3440,3720,13440,22360,26080,28680,65960,-3400,ok
2646,45458931760,45459085000,153240,20720,3480,3760,13120,22680,26440,28360,64600,-3480,ok
2647,45459218280,45459373200,154920,21480,3480,3760,13560,23320,27080,28320,64480,-3480,ok
2648,45459474200,45459627560,153360,20600,3520,3800,13160,22720,26520,28440,64600,-3480,ok
2649,45459727480,45459881920,154440,20280,3480,3800,13320,22600,26400,29080,65400,-3520,ok
2650,45459982200,45460186720,204520,71600,3080,3200,12920,23120,26320,28120,65520,-3040,ok
2651,45460289480,45460443080,153600,20120,3320,3600,13200,22880,26480,28920,64880,-3320,ok
2652,45460544000,45460698040,154040,20400,3320,3640,13240,22680,26320,29160,64920,-3320,ok
2653,45460798840,45460953600,154760,20200,3320,3600,13320,24200,27800,28720,64680,-3280,ok
2654,45461054960,45461208240,153280,20120,3280,3600,13120,23520,27120,28600,64360,-3320,ok
2655,45461308800,45461461760,152960,19960,3360,3640,12800,23120,26760,28280,65120,-3320,ok
2656,45461562320,45461715240,152920,20320,3280,3600,13320,22560,26160,28920,64240,-3320,ok
2657,45461816000,45461970600,154600,20040,3320,3640,13520,22720,26360,28760,65920,-3320,ok
2658,45462071360,45462224160,152800,20360,3320,3640,13040,23080,26720,28440,64280,-3360,ok
2659,45462359040,45462513600,154560,21160,3440,3720,13400,23600,27320,27920,64720,-3400,ok
2660,45462614880,45462768320,153440,20440,3520,3800,13120,22680,26480,28560,64880,-3560,ok
2661,45462869240,45463024200,154960,20160,3440,3760,12840,23480,27240,28720,66000,-3440,ok
2662,45463125160,45463278640,153480,20480,3480,3800,13400,22760,26560,28280,64760,-3480,ok
