seq,payload_len,total_len,t0_ns,t1_ns,rtt_ns,rtt_adj_ns,clock_overhead_ns,remote_turnaround_ns,rx_len,status
4225,4,4,4258244287760,4258244442760,155000,154040,960,0,4,ok
4226,4,4,4258244457600,4258244609800,152200,151240,960,0,4,ok
4227,4,4,4258244624600,4258244778800,154200,153240,960,0,4,ok
4228,4,4,4258244793480,4258244947200,153720,152760,960,0,4,ok
4229,4,4,4258244961960,4258245116720,154760,153800,960,0,4,ok
4230,4,4,4258245167160,4258245327960,160800,159840,960,0,4,ok
4231,4,4,4258245342760,4258245496600,153840,152880,960,0,4,ok
4232,4,4,4258245511240,4258245664440,153200,152240,960,0,4,ok
4233,4,4,4258245679120,4258245832200,153080,152120,960,0,4,ok
4234,4,4,4258245846920,4258246001360,154440,153480,960,0,4,ok
4235,4,4,4258246016160,4258246169880,153720,152760,960,0,4,ok
4236,4,4,4258246184560,4258246336800,152240,151280,960,0,4,ok
4237,4,4,4258246351400,4258246504880,153480,152520,960,0,4,ok
4238,4,4,4258246519560,4258246672240,152680,151720,960,0,4,ok
4239,4,4,4258246687040,4258246840400,153360,152400,960,0,4,ok
4240,4,4,4258246855040,4258247007600,152560,151600,960,0,4,ok
4241,4,4,4258247022200,4258247177400,155200,154240,960,0,4,ok
4242,4,4,4258247192120,4258247345080,152960,152000,960,0,4,ok
4243,4,4,4258247359840,4258247513120,153280,152320,960,0,4,ok
4244,4,4,4258247527800,4258247680360,152560,151600,960,0,4,ok
4245,4,4,4258247694960,4258247848600,153640,152680,960,0,4,ok
4246,4,4,4258247863280,4258248061960,198680,197720,960,0,4,ok
4247,4,4,4258248113960,4258248283760,169800,168840,960,0,4,ok
4248,4,4,4258248298440,4258248452560,154120,153160,960,0,4,ok
4249,4,4,4258248467120,4258248619720,152600,151640,960,0,4,ok
4250,4,4,4258248634320,4258248788000,153680,152720,960,0,4,ok
4251,4,4,4258248802560,4258248954880,152320,151360,960,0,4,ok
4252,4,4,4258248969520,4258249122120,152600,151640,960,0,4,ok
4253,4,4,4258249136640,4258249291160,154520,153560,960,0,4,ok
4254,4,4,4258249305840,4258249459200,153360,152400,960,0,4,ok
4255,4,4,4258249473720,4258249626720,153000,152040,960,0,4,ok
4256,4,4,4258249641360,4258249794040,152680,151720,960,0,4,ok
4257,4,4,4258249808560,4258249961400,152840,151880,960,0,4,ok
4258,4,4,4258249976080,4258250128680,152600,151640,960,0,4,ok
4259,4,4,4258250143160,4258250297800,154640,153680,960,0,4,ok
4260,4,4,4258250312480,4258250465200,152720,151760,960,0,4,ok
4261,4,4,4258250479640,4258250632440,152800,151840,960,0,4,ok
4262,4,4,4258250647080,4258250800000,152920,151960,960,0,4,ok
4263,4,4,4258250883120,4258251054760,171640,170680,960,0,4,ok
4264,4,4,4258251069560,4258251224240,154680,153720,960,0,4,ok
4265,4,4,4258251239040,4258251394360,155320,154360,960,0,4,ok
4266,4,4,4258251409400,4258251563600,154200,153240,960,0,4,ok
4267,4,4,4258251578440,4258251732800,154360,153400,960,0,4,ok
4268,4,4,4258251747440,4258251901560,154120,153160,960,0,4,ok
4269,4,4,4258251916280,4258252124840,208560,207600,960,0,4,ok
4270,4,4,4258252139960,4258252300040,160080,159120,960,0,4,ok
4271,4,4,4258252314640,4258252469120,154480,153520,960,0,4,ok
4272,4,4,4258252483920,4258252638640,154720,153760,960,0,4,ok
4273,4,4,4258252653240,4258252806120,152880,151920,960,0,4,ok
4274,4,4,4258252820760,4258252975640,154880,153920,960,0,4,ok
4275,4,4,4258252990480,4258253143800,153320,152360,960,0,4,ok
4276,4,4,4258253158360,4258253313040,154680,153720,960,0,4,ok
4277,4,4,4258253327640,4258253482520,154880,153920,960,0,4,ok
4278,4,4,4258253497160,4258253651680,154520,153560,960,0,4,ok
4279,4,4,4258253666400,4258253820240,153840,152880,960,0,4,ok
4280,4,4,4258253874000,4258254038240,164240,163280,960,0,4,ok
4281,4,4,4258254052720,4258254207800,155080,154120,960,0,4,ok
4282,4,4,4258254222440,4258254378080,155640,154680,960,0,4,ok
4283,4,4,4258254392520,4258254547160,154640,153680,960,0,4,ok
4284,4,4,4258254561880,4258254716280,154400,153440,960,0,4,ok
4285,4,4,4258254730760,4258254884240,153480,152520,960,0,4,ok
4286,4,4,4258254898960,4258255052880,153920,152960,960,0,4,ok
4287,4,4,4258255067360,4258255220960,153600,152640,960,0,4,ok
4288,4,4,4258255235680,4258255390000,154320,153360,960,0,4,ok
4289,4,4,4258255404480,4258255560760,156280,155320,960,0,4,ok
4290,4,4,4258255575480,4258255729240,153760,152800,960,0,4,ok
4291,4,4,4258255743760,4258255897440,153680,152720,960,0,4,ok
4292,4,4,4258255912280,4258256121640,209360,208400,960,0,4,ok
4293,4,4,4258256136280,4258256293840,157560,156600,960,0,4,ok
4294,4,4,4258256308400,4258256462840,154440,153480,960,0,4,ok
4295,4,4,4258256477480,4258256632520,155040,154080,960,0,4,ok
4296,4,4,4258256647200,4258256801880,154680,153720,960,0,4,ok
4297,4,4,4258256852760,4258257016920,164160,163200,960,0,4,ok
4298,4,4,4258257031600,4258257186400,154800,153840,960,0,4,ok
4299,4,4,4258257201240,4258257354800,153560,152600,960,0,4,ok
4300,4,4,4258257369480,4258257525520,156040,155080,960,0,4,ok
4301,4,4,4258257540200,4258257694440,154240,153280,960,0,4,ok
4302,4,4,4258257709080,4258257862640,153560,152600,960,0,4,ok
4303,4,4,4258257877360,4258258030840,153480,152520,960,0,4,ok
4304,4,4,4258258045480,4258258199400,153920,152960,960,0,4,ok
4305,4,4,4258258214040,4258258367840,153800,152840,960,0,4,ok
4306,4,4,4258258382680,4258258536400,153720,152760,960,0,4,ok
4307,4,4,4258258551000,4258258706160,155160,154200,960,0,4,ok
4308,4,4,4258258720800,4258258875000,154200,153240,960,0,4,ok
4309,4,4,4258258889680,4258259043680,154000,153040,960,0,4,ok
4310,4,4,4258259058400,4258259212520,154120,153160,960,0,4,ok
4311,4,4,4258259227200,4258259380320,153120,152160,960,0,4,ok
4312,4,4,4258259394880,4258259549320,154440,153480,960,0,4,ok
4313,4,4,4258259596360,4258259762880,166520,165560,960,0,4,ok
4314,4,4,4258259777600,4258259932840,155240,154280,960,0,4,ok
4315,4,4,4258259947600,4258260150560,202960,202000,960,0,4,ok
4316,4,4,4258260165440,4258260326360,160920,159960,960,0,4,ok
4317,4,4,4258260340920,4258260494680,153760,152800,960,0,4,ok
4318,4,4,4258260509320,4258260666400,157080,156120,960,0,4,ok
4319,4,4,4258260681040,4258260836040,155000,154040,960,0,4,ok
4320,4,4,4258260850920,4258261006480,155560,154600,960,0,4,ok
4321,4,4,4258261021160,4258261175800,154640,153680,960,0,4,ok
4322,4,4,4258261190640,4258261345640,155000,154040,960,0,4,ok
4323,4,4,4258261360360,4258261513800,153440,152480,960,0,4,ok
4324,4,4,4258261528640,4258261684200,155560,154600,960,0,4,ok
4325,4,4,4258261698800,4258261855640,156840,155880,960,0,4,ok
4326,4,4,4258261870480,4258262025600,155120,154160,960,0,4,ok
4327,4,4,4258262040280,4258262194440,154160,153200,960,0,4,ok
4328,4,4,4258262209320,4258262365200,155880,154920,960,0,4,ok
4329,4,4,4258262379800,4258262534600,154800,153840,960,0,4,ok
4330,4,4,4258262615120,4258262788800,173680,172720,960,0,4,ok
4331,4,4,4258262803840,4258262959720,155880,154920,960,0,4,ok
4332,4,4,4258262974160,4258263128000,153840,152880,960,0,4,ok
4333,4,4,4258263142680,4258263296040,153360,152400,960,0,4,ok
4334,4,4,4258263310560,4258263465440,154880,153920,960,0,4,ok
4335,4,4,4258263480120,4258263633880,153760,152800,960,0,4,ok
4336,4,4,4258263648400,4258263802040,153640,152680,960,0,4,ok
4337,4,4,4258263816800,4258263973560,156760,155800,960,0,4,ok
4338,4,4,4258263988040,4258264200040,212000,211040,960,0,4,ok
4339,4,4,4258264215000,4258264369600,154600,153640,960,0,4,ok
4340,4,4,4258264384080,4258264536600,152520,151560,960,0,4,ok
4341,4,4,4258264551280,4258264703480,152200,151240,960,0,4,ok
4342,4,4,4258264718000,4258264872040,154040,153080,960,0,4,ok
4343,4,4,4258264886680,4258265040040,153360,152400,960,0,4,ok
4344,4,4,4258265054560,4258265206320,151760,150800,960,0,4,ok
4345,4,4,4258265221040,4258265373280,152240,151280,960,0,4,ok
4346,4,4,4258265424920,4258265588680,163760,162800,960,0,4,ok
4347,4,4,4258265603520,4258265756920,153400,152440,960,0,4,ok
4348,4,4,4258265771560,4258265925480,153920,152960,960,0,4,ok
4349,4,4,4258265940120,4258266094880,154760,153800,960,0,4,ok
4350,4,4,4258266109600,4258266262600,153000,152040,960,0,4,ok
4351,4,4,4258266277240,4258266430600,153360,152400,960,0,4,ok
4352,4,4,4258266445280,4258266598000,152720,151760,960,0,4,ok
4353,4,4,4258266612680,4258266766800,154120,153160,960,0,4,ok
4354,4,4,4258266781680,4258266934720,153040,152080,960,0,4,ok
4355,4,4,4258266949360,4258267104920,155560,154600,960,0,4,ok
4356,4,4,4258267119640,4258267272880,153240,152280,960,0,4,ok
4357,4,4,4258267287480,4258267441520,154040,153080,960,0,4,ok
4358,4,4,4258267456360,4258267609320,152960,152000,960,0,4,ok
4359,4,4,4258267624000,4258267776920,152920,151960,960,0,4,ok
4360,4,4,4258267791640,4258267944320,152680,151720,960,0,4,ok
4361,4,4,4258267958880,4258268162240,203360,202400,960,0,4,ok
4362,4,4,4258268177240,4258268336520,159280,158320,960,0,4,ok
4363,4,4,4258268387840,4258268551920,164080,163120,960,0,4,ok
4364,4,4,4258268566480,4258268721760,155280,154320,960,0,4,ok
4365,4,4,4258268736520,4258268891120,154600,153640,960,0,4,ok
4366,4,4,4258268905640,4258269061760,156120,155160,960,0,4,ok
4367,4,4,4258269076360,4258269230800,154440,153480,960,0,4,ok
4368,4,4,4258269245280,4258269398200,152920,151960,960,0,4,ok
4369,4,4,4258269412840,4258269566480,153640,152680,960,0,4,ok
4370,4,4,4258269581000,4258269733800,152800,151840,960,0,4,ok
4371,4,4,4258269748400,4258269901760,153360,152400,960,0,4,ok
4372,4,4,4258269916360,4258270068640,152280,151320,960,0,4,ok
4373,4,4,4258270083360,4258270240280,156920,155960,960,0,4,ok
4374,4,4,4258270254760,4258270408600,153840,152880,960,0,4,ok
4375,4,4,4258270423280,4258270576720,153440,152480,960,0,4,ok
4376,4,4,4258270591240,4258270745160,153920,152960,960,0,4,ok
4377,4,4,4258270759880,4258270914000,154120,153160,960,0,4,ok
4378,4,4,4258270928400,4258271082000,153600,152640,960,0,4,ok
4379,4,4,4258271096720,4258271253160,156440,155480,960,0,4,ok
4380,4,4,4258271300480,4258271464360,163880,162920,960,0,4,ok
4381,4,4,4258271479040,4258271634960,155920,154960,960,0,4,ok
4382,4,4,4258271649600,4258271804520,154920,153960,960,0,4,ok
4383,4,4,4258271819120,4258271974200,155080,154120,960,0,4,ok
4384,4,4,4258271988880,4258272246680,257800,256840,960,0,4,ok
4385,4,4,4258272261680,4258272425400,163720,162760,960,0,4,ok
4386,4,4,4258272440200,4258272594480,154280,153320,960,0,4,ok
4387,4,4,4258272609120,4258272764360,155240,154280,960,0,4,ok
4388,4,4,4258272778960,4258272932880,153920,152960,960,0,4,ok
4389,4,4,4258272947560,4258273101800,154240,153280,960,0,4,ok
4390,4,4,4258273116360,4258273272000,155640,154680,960,0,4,ok
4391,4,4,4258273286640,4258273442200,155560,154600,960,0,4,ok
4392,4,4,4258273456840,4258273610640,153800,152840,960,0,4,ok
4393,4,4,4258273625280,4258273779840,154560,153600,960,0,4,ok
4394,4,4,4258273794440,4258273948680,154240,153280,960,0,4,ok
4395,4,4,4258273963360,4258274118080,154720,153760,960,0,4,ok
4396,4,4,4258274199920,4258274374960,175040,174080,960,0,4,ok
4397,4,4,4258274389680,4258274545800,156120,155160,960,0,4,ok
4398,4,4,4258274560560,4258274714960,154400,153440,960,0,4,ok
4399,4,4,4258274729640,4258274884080,154440,153480,960,0,4,ok
4400,4,4,4258274898800,4258275054320,155520,154560,960,0,4,ok
4401,4,4,4258275068880,4258275223800,154920,153960,960,0,4,ok
4402,4,4,4258275238480,4258275394720,156240,155280,960,0,4,ok
4403,4,4,4258275409440,4258275564080,154640,153680,960,0,4,ok
4404,4,4,4258275578720,4258275733960,155240,154280,960,0,4,ok
4405,4,4,4258275748560,4258275902920,154360,153400,960,0,4,ok
4406,4,4,4258275917600,4258276126520,208920,207960,960,0,4,ok
4407,4,4,4258276141560,4258276299760,158200,157240,960,0,4,ok
4408,4,4,4258276314360,4258276470280,155920,154960,960,0,4,ok
4409,4,4,4258276484920,4258276640440,155520,154560,960,0,4,ok
4410,4,4,4258276655000,4258276809120,154120,153160,960,0,4,ok
4411,4,4,4258276823760,4258276978720,154960,154000,960,0,4,ok
4412,4,4,4258276993320,4258277147520,154200,153240,960,0,4,ok
4413,4,4,4258277201000,4258277366680,165680,164720,960,0,4,ok
4414,4,4,4258277381320,4258277538360,157040,156080,960,0,4,ok
4415,4,4,4258277552760,4258277707200,154440,153480,960,0,4,ok
4416,4,4,4258277721800,4258277876520,154720,153760,960,0,4,ok
4417,4,4,4258277890840,4258278045320,154480,153520,960,0,4,ok
4418,4,4,4258278059960,4258278214160,154200,153240,960,0,4,ok
4419,4,4,4258278228520,4258278382920,154400,153440,960,0,4,ok
4420,4,4,4258278397560,4258278554080,156520,155560,960,0,4,ok
4421,4,4,4258278568440,4258278723520,155080,154120,960,0,4,ok
4422,4,4,4258278738200,4258278892760,154560,153600,960,0,4,ok
4423,4,4,4258278907160,4258279061400,154240,153280,960,0,4,ok
4424,4,4,4258279076040,4258279229960,153920,152960,960,0,4,ok
4425,4,4,4258279244360,4258279399040,154680,153720,960,0,4,ok
4426,4,4,4258279413560,4258279570600,157040,156080,960,0,4,ok
4427,4,4,4258279584920,4258279739360,154440,153480,960,0,4,ok
4428,4,4,4258279754000,4258279908000,154000,153040,960,0,4,ok
4429,4,4,4258279954480,4258280162680,208200,207240,960,0,4,ok
4430,4,4,4258280177640,4258280336920,159280,158320,960,0,4,ok
4431,4,4,4258280351640,4258280505960,154320,153360,960,0,4,ok
4432,4,4,4258280520680,4258280678400,157720,156760,960,0,4,ok
4433,4,4,4258280693040,4258280847560,154520,153560,960,0,4,ok
4434,4,4,4258280862200,4258281018160,155960,155000,960,0,4,ok
4435,4,4,4258281032840,4258281187560,154720,153760,960,0,4,ok
4436,4,4,4258281202280,4258281358080,155800,154840,960,0,4,ok
4437,4,4,4258281372960,4258281528040,155080,154120,960,0,4,ok
4438,4,4,4258281542720,4258281700480,157760,156800,960,0,4,ok
4439,4,4,4258281715120,4258281869520,154400,153440,960,0,4,ok
4440,4,4,4258281884360,4258282040160,155800,154840,960,0,4,ok
4441,4,4,4258282054680,4258282209800,155120,154160,960,0,4,ok
4442,4,4,4258282224560,4258282380680,156120,155160,960,0,4,ok
4443,4,4,4258282395560,4258282560960,165400,164440,960,0,4,ok
4444,4,4,4258282575640,4258282734160,158520,157560,960,0,4,ok
4445,4,4,4258282748800,4258282904280,155480,154520,960,0,4,ok
4446,4,4,4258282955840,4258283122520,166680,165720,960,0,4,ok
4447,4,4,4258283137120,4258283294280,157160,156200,960,0,4,ok
4448,4,4,4258283309040,4258283464320,155280,154320,960,0,4,ok
4449,4,4,4258283478800,4258283634360,155560,154600,960,0,4,ok
4450,4,4,4258283648960,4258283806520,157560,156600,960,0,4,ok
4451,4,4,4258283820920,4258283976560,155640,154680,960,0,4,ok
4452,4,4,4258283991160,4258284203000,211840,210880,960,0,4,ok
4453,4,4,4258284218160,4258284373240,155080,154120,960,0,4,ok
4454,4,4,4258284387960,4258284541720,153760,152800,960,0,4,ok
4455,4,4,4258284556360,4258284710040,153680,152720,960,0,4,ok
4456,4,4,4258284724760,4258284879160,154400,153440,960,0,4,ok
4457,4,4,4258284893680,4258285047640,153960,153000,960,0,4,ok
4458,4,4,4258285062280,4258285215760,153480,152520,960,0,4,ok
4459,4,4,4258285230200,4258285383960,153760,152800,960,0,4,ok
4460,4,4,4258285398680,4258285552400,153720,152760,960,0,4,ok
4461,4,4,4258285566920,4258285720640,153720,152760,960,0,4,ok
4462,4,4,4258285735240,4258285891040,155800,154840,960,0,4,ok
4463,4,4,4258285974600,4258286145160,170560,169600,960,0,4,ok
4464,4,4,4258286160000,4258286315840,155840,154880,960,0,4,ok
4465,4,4,4258286330520,4258286485040,154520,153560,960,0,4,ok
4466,4,4,4258286499840,4258286653560,153720,152760,960,0,4,ok
4467,4,4,4258286668200,4258286821520,153320,152360,960,0,4,ok
4468,4,4,4258286836120,4258286992120,156000,155040,960,0,4,ok
4469,4,4,4258287006840,4258287161120,154280,153320,960,0,4,ok
4470,4,4,4258287176000,4258287329720,153720,152760,960,0,4,ok
4471,4,4,4258287344320,4258287497960,153640,152680,960,0,4,ok
4472,4,4,4258287512600,4258287666320,153720,152760,960,0,4,ok
4473,4,4,4258287680920,4258287834560,153640,152680,960,0,4,ok
4474,4,4,4258287849400,4258288049600,200200,199240,960,0,4,ok
4475,4,4,4258288065480,4258288226680,161200,160240,960,0,4,ok
4476,4,4,4258288241320,4258288396600,155280,154320,960,0,4,ok
4477,4,4,4258288411320,4258288565360,154040,153080,960,0,4,ok
4478,4,4,4258288580080,4258288734120,154040,153080,960,0,4,ok
4479,4,4,4258288786840,4258288951800,164960,164000,960,0,4,ok
4480,4,4,4258288966480,4258289123840,157360,156400,960,0,4,ok
4481,4,4,4258289138600,4258289291960,153360,152400,960,0,4,ok
4482,4,4,4258289306600,4258289460600,154000,153040,960,0,4,ok
4483,4,4,4258289475280,4258289629560,154280,153320,960,0,4,ok
4484,4,4,4258289644160,4258289798680,154520,153560,960,0,4,ok
4485,4,4,4258289813360,4258289967000,153640,152680,960,0,4,ok
4486,4,4,4258289981840,4258290137080,155240,154280,960,0,4,ok
4487,4,4,4258290151760,4258290305960,154200,153240,960,0,4,ok
4488,4,4,4258290320600,4258290475160,154560,153600,960,0,4,ok
4489,4,4,4258290489920,4258290643720,153800,152840,960,0,4,ok
4490,4,4,4258290658520,4258290812800,154280,153320,960,0,4,ok
4491,4,4,4258290827560,4258290981160,153600,152640,960,0,4,ok
4492,4,4,4258290995800,4258291151600,155800,154840,960,0,4,ok
4493,4,4,4258291166240,4258291320320,154080,153120,960,0,4,ok
4494,4,4,4258291335120,4258291488520,153400,152440,960,0,4,ok
4495,4,4,4258291503240,4258291657720,154480,153520,960,0,4,ok
4496,4,4,4258291704560,4258291869960,165400,164440,960,0,4,ok
4497,4,4,4258291884600,4258292089920,205320,204360,960,0,4,ok
4498,4,4,4258292104960,4258292265080,160120,159160,960,0,4,ok
4499,4,4,4258292279760,4258292435560,155800,154840,960,0,4,ok
4500,4,4,4258292450120,4258292604240,154120,153160,960,0,4,ok
4501,4,4,4258292618840,4258292772800,153960,153000,960,0,4,ok
4502,4,4,4258292787320,4258292940120,152800,151840,960,0,4,ok
4503,4,4,4258292954880,4258293109200,154320,153360,960,0,4,ok
4504,4,4,4258293123760,4258293279120,155360,154400,960,0,4,ok
4505,4,4,4258293293760,4258293448000,154240,153280,960,0,4,ok
4506,4,4,4258293462520,4258293615440,152920,151960,960,0,4,ok
4507,4,4,4258293630120,4258293784440,154320,153360,960,0,4,ok
4508,4,4,4258293798840,4258293951880,153040,152080,960,0,4,ok
4509,4,4,4258293966560,4258294120280,153720,152760,960,0,4,ok
4510,4,4,4258294134680,4258294289280,154600,153640,960,0,4,ok
4511,4,4,4258294303960,4258294458520,154560,153600,960,0,4,ok
4512,4,4,4258294509440,4258294675960,166520,165560,960,0,4,ok
4513,4,4,4258294690680,4258294846440,155760,154800,960,0,4,ok
4514,4,4,4258294861200,4258295015600,154400,153440,960,0,4,ok
4515,4,4,4258295030320,4258295185320,155000,154040,960,0,4,ok
4516,4,4,4258295200200,4258295356360,156160,155200,960,0,4,ok
4517,4,4,4258295371000,4258295525920,154920,153960,960,0,4,ok
4518,4,4,4258295540640,4258295694920,154280,153320,960,0,4,ok
4519,4,4,4258295709640,4258295864720,155080,154120,960,0,4,ok
4520,4,4,4258295879560,4258296084440,204880,203920,960,0,4,ok
4521,4,4,4258296099760,4258296259440,159680,158720,960,0,4,ok
4522,4,4,4258296274320,4258296431360,157040,156080,960,0,4,ok
4523,4,4,4258296446080,4258296601360,155280,154320,960,0,4,ok
4524,4,4,4258296616200,4258296770800,154600,153640,960,0,4,ok
4525,4,4,4258296785520,4258296939800,154280,153320,960,0,4,ok
4526,4,4,4258296954600,4258297108880,154280,153320,960,0,4,ok
4527,4,4,4258297123560,4258297277840,154280,153320,960,0,4,ok
4528,4,4,4258297292560,4258297448800,156240,155280,960,0,4,ok
4529,4,4,4258297530280,4258297702520,172240,171280,960,0,4,ok
4530,4,4,4258297717200,4258297872880,155680,154720,960,0,4,ok
4531,4,4,4258297887560,4258298042680,155120,154160,960,0,4,ok
4532,4,4,4258298057200,4258298212040,154840,153880,960,0,4,ok
4533,4,4,4258298226760,4258298381840,155080,154120,960,0,4,ok
4534,4,4,4258298396360,4258298552920,156560,155600,960,0,4,ok
4535,4,4,4258298567640,4258298722480,154840,153880,960,0,4,ok
4536,4,4,4258298737040,4258298891840,154800,153840,960,0,4,ok
4537,4,4,4258298906600,4258299061640,155040,154080,960,0,4,ok
4538,4,4,4258299076160,4258299231440,155280,154320,960,0,4,ok
4539,4,4,4258299246040,4258299400840,154800,153840,960,0,4,ok
4540,4,4,4258299415320,4258299572240,156920,155960,960,0,4,ok
4541,4,4,4258299586960,4258299741960,155000,154040,960,0,4,ok
4542,4,4,4258299756440,4258299911160,154720,153760,960,0,4,ok
4543,4,4,4258299925800,4258300128360,202560,201600,960,0,4,ok
4544,4,4,4258300143360,4258300303120,159760,158800,960,0,4,ok
4545,4,4,4258300317800,4258300472160,154360,153400,960,0,4,ok
4546,4,4,4258300525320,4258300693640,168320,167360,960,0,4,ok
4547,4,4,4258300708320,4258300863760,155440,154480,960,0,4,ok
4548,4,4,4258300878320,4258301033360,155040,154080,960,0,4,ok
4549,4,4,4258301048040,4258301202080,154040,153080,960,0,4,ok
4550,4,4,4258301216760,4258301372000,155240,154280,960,0,4,ok
4551,4,4,4258301386720,4258301541360,154640,153680,960,0,4,ok
4552,4,4,4258301556040,4258301712800,156760,155800,960,0,4,ok
4553,4,4,4258301727440,4258301881400,153960,153000,960,0,4,ok
4554,4,4,4258301896080,4258302051480,155400,154440,960,0,4,ok
4555,4,4,4258302066200,4258302221040,154840,153880,960,0,4,ok
4556,4,4,4258302235720,4258302390240,154520,153560,960,0,4,ok
4557,4,4,4258302404920,4258302559200,154280,153320,960,0,4,ok
4558,4,4,4258302573800,4258302731280,157480,156520,960,0,4,ok
4559,4,4,4258302746000,4258302901000,155000,154040,960,0,4,ok
4560,4,4,4258302915680,4258303070000,154320,153360,960,0,4,ok
4561,4,4,4258303084680,4258303238920,154240,153280,960,0,4,ok
4562,4,4,4258303286800,4258303451280,164480,163520,960,0,4,ok
4563,4,4,4258303466080,4258303621680,155600,154640,960,0,4,ok
4564,4,4,4258303636280,4258303793400,157120,156160,960,0,4,ok
4565,4,4,4258303808080,4258303962880,154800,153840,960,0,4,ok
4566,4,4,4258303977600,4258304151000,173400,172440,960,0,4,ok
4567,4,4,4258304165880,4258304318760,152880,151920,960,0,4,ok
4568,4,4,4258304333280,4258304486360,153080,152120,960,0,4,ok
4569,4,4,4258304500960,4258304655160,154200,153240,960,0,4,ok
4570,4,4,4258304669680,4258304823480,153800,152840,960,0,4,ok
4571,4,4,4258304838120,4258304993040,154920,153960,960,0,4,ok
4572,4,4,4258305007520,4258305159960,152440,151480,960,0,4,ok
4573,4,4,4258305174520,4258305328160,153640,152680,960,0,4,ok
4574,4,4,4258305342720,4258305495080,152360,151400,960,0,4,ok
4575,4,4,4258305509840,4258305664400,154560,153600,960,0,4,ok
4576,4,4,4258305678880,4258305832800,153920,152960,960,0,4,ok
4577,4,4,4258305847360,4258306001440,154080,153120,960,0,4,ok
4578,4,4,4258306015960,4258306168200,152240,151280,960,0,4,ok
4579,4,4,4258306218880,4258306384760,165880,164920,960,0,4,ok
4580,4,4,4258306399480,4258306553640,154160,153200,960,0,4,ok
4581,4,4,4258306567880,4258306722280,154400,153440,960,0,4,ok
4582,4,4,4258306736960,4258306893160,156200,155240,960,0,4,ok
4583,4,4,4258306907520,4258307062200,154680,153720,960,0,4,ok
4584,4,4,4258307076840,4258307231200,154360,153400,960,0,4,ok
4585,4,4,4258307245520,4258307400000,154480,153520,960,0,4,ok
4586,4,4,4258307414720,4258307569160,154440,153480,960,0,4,ok
4587,4,4,4258307583400,4258307738240,154840,153880,960,0,4,ok
4588,4,4,4258307752880,4258307909000,156120,155160,960,0,4,ok
4589,4,4,4258307923360,4258308127520,204160,203200,960,0,4,ok
4590,4,4,4258308142400,4258308301840,159440,158480,960,0,4,ok
4591,4,4,4258308316240,4258308471960,155720,154760,960,0,4,ok
4592,4,4,4258308486560,4258308642840,156280,155320,960,0,4,ok
4593,4,4,4258308657320,4258308812240,154920,153960,960,0,4,ok
4594,4,4,4258308826880,4258308984480,157600,156640,960,0,4,ok
4595,4,4,4258309065000,4258309236440,171440,170480,960,0,4,ok
4596,4,4,4258309251440,4258309408520,157080,156120,960,0,4,ok
4597,4,4,4258309423200,4258309579360,156160,155200,960,0,4,ok
4598,4,4,4258309593960,4258309749680,155720,154760,960,0,4,ok
4599,4,4,4258309764360,4258309920240,155880,154920,960,0,4,ok
4600,4,4,4258309934960,4258310092560,157600,156640,960,0,4,ok
4601,4,4,4258310107360,4258310263120,155760,154800,960,0,4,ok
4602,4,4,4258310277760,4258310433440,155680,154720,960,0,4,ok
4603,4,4,4258310448080,4258310603880,155800,154840,960,0,4,ok
4604,4,4,4258310618560,4258310773840,155280,154320,960,0,4,ok
4605,4,4,4258310788680,4258310944280,155600,154640,960,0,4,ok
4606,4,4,4258310958800,4258311116600,157800,156840,960,0,4,ok
4607,4,4,4258311131120,4258311286960,155840,154880,960,0,4,ok
4608,4,4,4258311301520,4258311457440,155920,154960,960,0,4,ok
4609,4,4,4258311472280,4258311628040,155760,154800,960,0,4,ok
4610,4,4,4258311642680,4258311798800,156120,155160,960,0,4,ok
4611,4,4,4258311848080,4258312068640,220560,219600,960,0,4,ok
4612,4,4,4258312122720,4258312294000,171280,170320,960,0,4,ok
4613,4,4,4258312308520,4258312463600,155080,154120,960,0,4,ok
4614,4,4,4258312478160,4258312632320,154160,153200,960,0,4,ok
4615,4,4,4258312646680,4258312800960,154280,153320,960,0,4,ok
4616,4,4,4258312815480,4258312970200,154720,153760,960,0,4,ok
4617,4,4,4258312984680,4258313141360,156680,155720,960,0,4,ok
4618,4,4,4258313155920,4258313310480,154560,153600,960,0,4,ok
4619,4,4,4258313324920,4258313478480,153560,152600,960,0,4,ok
4620,4,4,4258313493080,4258313647440,154360,153400,960,0,4,ok
4621,4,4,4258313661800,4258313815600,153800,152840,960,0,4,ok
4622,4,4,4258313830160,4258313983840,153680,152720,960,0,4,ok
4623,4,4,4258313998240,4258314153360,155120,154160,960,0,4,ok
4624,4,4,4258314167920,4258314323200,155280,154320,960,0,4,ok
4625,4,4,4258314337680,4258314491680,154000,153040,960,0,4,ok
4626,4,4,4258314506120,4258314660360,154240,153280,960,0,4,ok
4627,4,4,4258314674840,4258314828680,153840,152880,960,0,4,ok
4628,4,4,4258314843320,4258314998400,155080,154120,960,0,4,ok
4629,4,4,4258315045160,4258315211840,166680,165720,960,0,4,ok
4630,4,4,4258315226520,4258315382320,155800,154840,960,0,4,ok
4631,4,4,4258315396800,4258315550720,153920,152960,960,0,4,ok
4632,4,4,4258315565400,4258315720160,154760,153800,960,0,4,ok
4633,4,4,4258315734800,4258315889000,154200,153240,960,0,4,ok
