seq,t0_ns,t1_ns,rtt_ns,syscall_in,notify,fwd_raw,turnaround,rev_raw,transport,workwait,wake,residual,status
273,65850655160,65850827080,171920,20320,3640,4120,12760,27240,31360,39200,68280,-3640,ok
274,65850929160,65851100560,171400,20280,3560,4080,12960,27040,31120,38920,68160,-3600,ok
275,65851202640,65851374800,172160,20440,3600,4120,13640,26480,30600,38960,68520,-3600,ok
276,65851476720,65851650640,173920,20360,3600,4080,12720,29360,33440,38840,68560,-3600,ok
277,65851752640,65851924760,172120,20560,3560,4080,12840,27240,31320,39080,68320,-3560,ok
278,65852077600,65852254400,176800,23120,3240,3720,13080,27240,30960,39560,70120,-3280,ok
279,65852357080,65852529720,172640,19840,3400,3880,12520,27440,31320,39080,69880,-3400,ok
280,65852630920,65852803640,172720,20160,3400,3880,12640,28040,31920,38680,69360,-3440,ok
281,65852972320,65853152320,180000,22080,3600,3960,12760,31720,35680,39360,69960,-3440,ok
282,65853259880,65853432080,172200,20480,3440,3760,12440,28280,32040,38520,68560,-3280,ok
283,65853534880,65853709440,174560,20480,3240,3800,12720,30160,33960,39000,68400,-3240,ok
284,65853811160,65853982200,171040,20440,3400,3720,12680,27680,31400,38480,67880,-3240,ok
285,65854084440,65854255720,171280,20360,3280,3760,12680,27840,31600,38720,67920,-3280,ok
286,65854357720,65854529000,171280,20280,3400,3760,12840,27560,31320,38440,68240,-3240,ok
287,65854630840,65854804360,173520,20320,3280,3760,12640,29840,33600,38720,68200,-3240,ok
288,65854905840,65855077240,171400,20240,3400,3760,12480,27960,31720,38680,68160,-3280,ok
289,65855179640,65855351000,171360,20160,3240,3760,13160,27480,31240,38720,68080,-3240,ok
290,65855452320,65855623440,171120,20200,3440,3720,12480,28200,31920,38360,67960,-3240,ok
291,65855725360,65855899040,173680,20000,3280,3800,12720,30120,33920,38800,68240,-3280,ok
292,65856051840,65856227880,176040,23440,3560,4040,12520,26760,30800,39520,69760,-3560,ok
293,65856370280,65856546560,176280,22120,3720,4200,13240,28880,33080,39760,68080,-3720,ok
294,65856650840,65856823400,172560,19560,3760,4080,12360,28920,33000,39040,68400,-3560,ok
